_1,_2,_3,_4,_5,_6,_7
SATILIK ANA YOL ÜZERİ 162 M2 KÖŞE 4 KATLI BİNA/ 2 DÜKKAN 3 DAİRE,4,1,Doğalgaz (Kombi),162,17.000.000 TL,
İZMİR BAYRAKLIDA 4 KATLI İÇİNDE KİRACISI MEVCUT,4,1,Yok,100,4.685.000 TL,
REMAX BEST'TEN GÜMÜŞPALA MERKEZDE KÖŞE KONUMDA SATILIK BİNA,2,1,Klima,200,2.750.000 TL,
"KEMERALTI , HAREKETLİ BİR SOKAKDA 110 m2 (KOMPLE BİNA)",2,1,Yok,110,7.850.000 TL,
ÖZBEY MAHALLESİNDE 3 DAİRELİK SATILIK MÜSTAKİL APARTMAN,3,1,Doğalgaz (Kombi),310,4.250.000 TL,
KARABAĞLAR MERKEZ'DE ESERKENT'TE 132 m2 2 Katlı BİNA SATILIKTIR.,2,1,Yok,132,2.750.000 TL,
14 MAYIS MAH. YILBAŞINA KADAR GEÇERLİ İNDİRİMLİ FİYAT 2+1 DAİRE,3,1,Doğalgaz (Kombi),110,1.725.000 TL,
Sahibinden muhteşem lokasyonda 5 katlı bina,5,1,Doğalgaz (Kombi),130,13.850.000 TL,
KOZAĞAÇ MAHALLESİN'DE KOMPLE SATILIK 3 KATLI BİNA 2+1 DAİRELER,3,1,Doğalgaz (Kombi),100,5.250.000 TL,
Altıntaş'ta Tam Faturalı 16 Daireli Satılık Sıfır Lüks Bina,4,4,Klima,2.000,68.000.000 TL,
,,,,,,
Kemer Merkezde ÇOK KIYMETLİ TİCARİ 362 m2 KÖŞE BİNA,2,1,Doğalgaz (Kombi),362,31.500.000 TL,
ÜNALOĞLUNDAN 1+1GÜZELOBADA YATIRIMLIK 7ADET DAİRE KOMPLE SATILIK,3,2,Klima,300,15.250.000 TL,
,,,,,,
MANAVGAT DA KOMPLE SATILIK BİNA 1700m² BAHÇELİ 3+1,3,1,Soba,1.700,18.500.000 TL,
DENİZ MAH'DE KONYAALTI CD'SİNE YAKIN 2 KATLI SATILIK BİNA,2,1,Klima,300,28.750.000 TL,
VARSAK DEMİREL'DE 2 KATLI 3 DAİRELİ SIFIR SATILIK BİNA,2,1,Klima,306,8.700.000 TL,
ALANYA MERKEZDE KOMPLE YATIRIMLIK 14 DAİRELİK BİNA.........,5,2,Klima,220,35.000.000 TL,
ALANYA OBAGÖLDE SAHİLE 50 MT DENİZ MANZARALI SATILIK 1+1 DAİRE,4,4,Klima,70,4.500.000 TL,
968 m2 Arsa İçinde 15 odalı Komple Bina,3,5 +,Yok,350,8.400.000 TL,
MARKA DEĞERİNİZ ARTSIN! ANA YOLA CEPHELİ 620 M2 SATILIK PLAZA,2,2,Klima,620,52.000.000 TL,
DENİZE 750M SATILIK KOMPLE BİNA,6,1,Yok,1.000,28.500.000 TL,
Kültür'de Komple Satılık 30 Yataklı Apart Bina,4,4,Klima,550,28.500.000 TL,
KANALDA SATILIK BİNA,2,1,Soba,241,5.475.000 TL,
SİDE SELİMİYEDE SATILIK BİNA 3 DAİRE 2 DÜKKAN,3,3,Klima,140,9.450.000 TL,
LARA BARINAKLAR'DA DENİZE 100 MT. MESAFEDE SATILIK KOMPLE BİNA,3,1,Doğalgaz (Kombi),357,42.000.000 TL,
KALEİÇİ - ESKİ YUNUSHAN OTELI SAHİBİNDEN SATILIKTIR,3,5 +,Klima,250,36.000.000 TL,
TERRACİTY ARKASI 19 BAGIMSIZ BÖLÜM LÜ KOMPLE BİNA,3,5 +,Klima,650,39.500.000 TL,
BARINAKLARDA DENİZE İKİNCİ PARSEL DE MÜSTAKİL BİNA...,4,1,Klima,950,45.000.000 TL,
ÇAĞLAYAN BARINAKLARDA DENİZE 3. PARSEL SATILIK KOMPLE BİNA,3,2,Klima,450,45.000.000 TL,
YENİ SANAYİDE 850 M2 DEPO DÜKKAN TAPULU,1,1,Yok,850,55.000.000 TL,
FİNİKE KARŞIYAKA DA DENİZ MANZARALI SATILIK İKİ KATLI MÜSTAKİL,2,1,Klima,255,5.000.000 TL,
MUMİ GAYRİMENKUL'DEN KAŞ MERKEZDE SATILIK KOMPLE BİNA,4,1,Yok,130,12.500.000 TL,
CADDE ÜZERİ TRAMVAYA 100 METRE 3 KATLI KOMPLE SATILIK BİNA,3,1,Klima,442,12.500.000 TL,
RE/MAX LUXURY' den Kumluca'da Eşyalı Apart DAİRELER,4,4,Klima,50,34.000.000 TL,
ALANYA ANAYOL ÜZERİ KOMPLE SATILIK BİNA,6,2,Klima,80,60.000.000 TL,
KOMPLE TİCARİ BİNA 1000 m2 yabancı satışa uygun,4,2,Doğalgaz (Merkezi),1.000,30.000.000 TL,
ÇAĞLAYAN'DA 800 M2 İÇ KULLANIM M2 OLAN KOMPLE SATILIK BİNA,2,5 +,Klima,800,53.000.000 TL,
"^^ KAYRA'DAN İŞLEK CADDEDE ,KOMPLE SATILIK DÜKKANLI APARTMAN.!",4,2,Klima,400,45.500.000 TL,
GÜZELOBA MAHALLESİNDE 7 ADET 1+1 OLARAK TASARLANMIŞ SATILIK BİNA,3,2,Klima,300,15.250.000 TL,
MURATPAŞA GÜZELOBA DA SAHİLE 3. SIRADA SATILIK KOMPLE BİNA,4,1,Klima,450,29.500.000 TL,
Kemer Göynükte 601m2 Arsa İçerisinde 4 Daireli Bina CAN-İŞ EMLAK,3,1,Klima,420,17.150.000 TL,
Antalya Barınaklar Bitişik Nizam Fırsat Bina İşyeri ne Uygun,2,1,Klima,260,32.500.000 TL,
SİDE MERKEZ'DE EN İŞLEK YERLERİNDEN BİRİNDE KAÇINILMAZ FIRSAT !,1,5 +,Klima,838,69.500.000 TL,
Evrenseki Mahallesi,2,1,Soba,185,22.500.000 TL,
KIRKGÖZ YENİKÖY MAH.'SİNDE 425M2 ARSA İÇİNDE 2KATLI SATILIK BİNA,2,1,Doğalgaz (Kombi),425,7.150.000 TL,
RİBA'DAN IŞIKLAR'DA SATILIK KOMPLE BİNA,3,1,Yok,450,20.650.000 TL,
"4 adet 1+1, 1 adet 3+1 daire,denize 300 M.bahçeli,mü­stakil,bina,",3,2,Klima,690,15.250.000 TL,
Şarampol'de Muhteşem Konumda Kurumsal Kiracılı Satılık Bina,3,1,Klima,330,52.500.000 TL,
Antalya Döşemealtı Yeni Devlet hastanesi Yakını Satılık Bina,2,1,Klima,506,10.750.000 TL,
CANAN KOSEOGLU'NDAN BARINAKLARDA PARKA CEPHE KOMPLE SATILIK BİNA,3,1,Klima,240,20.000.000 TL,
Alanya Mahmutlar Satılık Villa Arsası,3,1,Yok,172,800.000 TL,
ÇAĞLAYAN'DA 410 M2 ARSA İÇİNDE 1100 M2 KOMPLE SATILIK BİNA,3,5 +,Klima,1.000,83.000.000 TL,
1040 M2 üzerine kurulu 160 M3 den oluşan 3 katlı sıfır bina,3,1,Klima,160,21.000.000 TL,
KEPEZ KÜLTÜR'DE SATILIK APART,5,5 +,Klima,55,41.000.000 TL,
KORKUTELİ-AŞAĞIPAZAR MAH.DE SATILIK BİNA,3,1,Klima,170,4.250.000 TL,
ESKİ LARA YOLUNA 2.PARSEL SÜPER LOKASYONDA KOMPLE BİNA,3,2,Yok,628,49.500.000 TL,
ANTALYA ELMALI ATATÜRK CADDESİ ÜZERİ KOMPLE 2 KATLI BİNA,2,1,Soba,200,5.700.000 TL,
ANTALYA'NIN EN İŞLEK CADDESİ ÜZERİNDE 360 M2 SATILIK DÜKKAN,3,1,Klima,360,32.000.000 TL,
Antalya Manavgat Çolaklı da satılık KOMPLE BİNA,4,1,Klima,295,15.000.000 TL,
Sahibinden Satılık Bina,3,1,Yok,390,12.000.000 TL,
BELEK'TE ANAYOL ÜZERİ SATILIK 1.200 M2 MÜSTAKİL BİNA,2,2,Klima,1.200,34.500.000 TL,
F. ÇAKMAKTA 5 DAİRELİK KOMPLE SATILIK BİNA,5,1,Klima,95,11.750.000 TL,
BELEKTE SATILIK KELEPİR 2 DAİRE 3 DÜKKAN,3,2,Klima,400,12.000.000 TL,
,,,,,,
YENİDOĞANDA CADDE ÜSTÜ SATILIK KOMPLE BİNA,2,1,Doğalgaz (Kombi),600,13.500.000 TL,
ANTALYA KEPEZ YENİEMEK TE 3 KATLI KOMPLE SATILIK BİNA,3,1,Klima,500,9.900.000 TL,
ÜNİVERSİTE KARŞISI KOMPLE TİCARİ SATLIK BİNA,3,1,Soba,175,12.000.000 TL,
ODABAŞIN'DA MÜSTAKİL 3 KATLI BİNA + 1 DÖNÜM ARSASI + KONTEYNER,3,1,Klima,1.000,11.500.000 TL,
KEMER'DE HAVUZLU KÖŞE PARSEL SATILIK KOMPLE BİNA,5,1,Klima,700,31.500.000 TL,
L'İST TEN SARILARDA SATILIK MUSTAKİL BİNA ARSASI 236M2,2,1,Klima,175,5.100.000 TL,
KEMERAĞZINDA VATANDAŞLIĞA UYGUN 58 metre² (6 ADET) 1+1 DAiRE,2,3,Klima,58,25.000.000 TL,
Ilıca'da komple satılık lojman/ev çevre yoluna bir arsa mesafede,4,2,Soba,500,22.500.000 TL,
ULUALAN DA 3 KATLI 500 M2 ÜZERİNE KURULU KOPLE BİNA!!,3,1,Soba,145,8.750.000 TL,
ALANYA ŞEHİR MERKEZİNDE SATILIK KOMPLE BİNA VATANDIŞLIĞA UYGUN,5,1,Klima,288,27.500.000 TL,
C21 HAN ANTALYA DÖŞEMEALTI YENİKÖY KİRACILI SATILIK BİNA,3,2,Doğalgaz (Kombi),90,22.450.000 TL,
LARA BARINAKLAR'DA SATILIK KOMPLE BİNA,3,1,Klima,780,79.000.000 TL,
POPÜLER CADDE ÜSTÜ KÖŞEBAŞI KOMPLE SATILIK BİNA,5,1,Doğalgaz (Kombi),350,32.000.000 TL,
KAŞ-GÖMBE MEYDANINDA SATILIK DÜKKAN + EV,2,1,Yok,45,2.700.000 TL,
Kaleiçi Satılık Mülk,2,1,Klima,205,29.000.000 TL,
ESKI LARA CADDESINE CEHPE 5 KAT İŞYERİ 765M2. KİRADA,5,1,Klima,765,90.000.000 TL,
MG EMLAK TAN SATILIK KOMPLE BİNA.,3,2,Klima,120,16.000.000 TL,
ESKİ SANAYİ MERKEZİNDE YATIRIMLIK 7 KATA İMARLI EŞSİZ İŞYERİ,7,1,Klima,470,20.000.000 TL,
Deniz manzaralı 14 daire,3,4,Klima,750,110.000.000 TL,
SAHIBINDEN SATILIK 3 KATLI BİNA,3,1,Klima,333,9.000.000 TL,
COŞKUNSU EMLAKTAN FENERDE TERRACİTY AVM ARKASI KOMPLE BİNA,2,2,Yok,700,31.000.000 TL,
emlakoffice'den ANTALYA SERİK'te KOMPLE SATILIK 3 ADET DAİRE,3,1,Doğalgaz (Kombi),700,28.250.000 TL,
YAVRUDOĞAN MH. SATILIK 7 BAĞIMSIZ DAİRE 220 KİŞİLİK (LOJMAN),8,1,Klima,1.200,57.000.000 TL,
LARA ERMENEK TE SATILIK 3 KATLI VİLLA OĞRETMENLER SIT. 9 YAŞİNDA,3,1,Doğalgaz (Kombi),250,14.100.000 TL,
ANTALYA BAU ALTINTAŞ TA KOMPLE SATILIK ARSA VE SIFIR BİNA,4,4,Klima,1.306,75.000.000 TL,
YATIRIMLIK KOMPLE BİNA,3,2,Soba,660,24.000.000 TL,
DENİZ MANZARALI KOMPLE SATILIK YATIRIMLIK BİNA,3,1,Soba,655,7.250.000 TL,
MANAVGAT SİDEDE KOMPLE BİNA SATILIK,3,3,Klima,320,14.250.000 TL,
TİNY HOUSE 2.5x8 m LOFT KATLI VE TERASLI,1,1,Klima,45,650.000 TL,
Sahibinden adliyeye ve seyir terasına yakın 3 katlı ev,3,1,Kalorifer,454,5.050.000 TL,
421m2 ÜZERİ SATILIK BİNA ( ARAÇ TAKASLI ),3,1,Klima,150,6.500.000 TL,
DÖŞEMEALTI BAHÇEYAKADA 3 KATLI 2+1 BAĞIMSIZ BÖLÜM KOMPLE SATILIK,3,1,Klima,548,11.500.000 TL,
DÖŞEMEALTI BAHÇEYAKA'DA 6 ADET 1+1'DEN OLUŞAN SATILIK BİNA,3,2,Klima,366,12.000.000 TL,
ALANYA KALE YAMACINDA SATILIK KOMPLE BİNA,4,1,Klima,400,55.000.000 TL,
GÜZELOBA MAH. 1.230 M2 ARSA ÜZERİNDE KURULU BİNA 100.000.000 TL,2,2,Klima,1.230,100.000.000 TL,
ALANYA ÇARŞI MAH.İSKELE CAD.SATILIK TARİHİ KONAK,2,1,Klima,236,89.999.000 TL,
GÜZELOBA'DA DENİZE 2 KM UZAKLIKTA EŞYALI SATILIK BİNA !,4,5 +,Klima,900,65.000.000 TL,
VİLLA FİYATINA APART YAPMAYA MÜSAİT 6 DAİRELİ SIFIR BİNA,3,2,Klima,170,19.000.000 TL,
Uygun fiyata satılık bina,3,2,Klima,200,38.250.000 TL,
SATILIK KOMPLE BİNA . ANTALYA ŞEHİR MERKEZİ,2,3,Klima,400,30.450.000 TL,
ANTALYA DEVLET HASTANESİ YANINDA KOMPLE SATILIK BİNA 8 ADET 2+1,4,2,Klima,60,26.000.000 TL,
3 katlı inşaat halinde satılık,3,1,Doğalgaz (Kombi),110,10.500.000 TL,
ANTALYA MURATPAŞA-- KÖŞEBAŞI KOMPLE SATILIK BİNA.,3,2,Doğalgaz (Merkezi),211,35.000.000 TL,
TERACİTY ARKASI TAPULU 18 adet 1+1 KOMPLE SATILIK BİNA,3,4,Klima,260,39.500.000 TL,
ARSA FİYATINA KOMPLE BİNA!DUTLUBAHÇE MH.GAZİ BULVR DİBİ-8 DAİRE!,3,2,Klima,306,16.500.000 TL,
Kemer Kuzdere'de 1153 m2 Arsa İçinde Satılık Bina,3,1,Yok,300,7.250.000 TL,
SATILIK HİSSELER,3,2,Soba,750,900.000 TL,
ÜNALOĞLUNDAN FENER KAMUDA 18 TAPULU KOMPLE SATILIK BİNA,3,4,Klima,260,39.500.000 TL,
'' Tuya Gayrimenkul'den Yükseliş Mah. Komple Satılık Bina'',3,1,Yok,150,10.000.000 TL,
FABRİKALAR MAHALLESİ'NDE KOMPLE SATILIK BİNA,3,1,Klima,400,32.000.000 TL,
,,,,,,
MMT TUNÇ PARADİSE1,9 +,5 +,Klima,57,3.875.000 TL,
ALTUNKONUT DAN MURATPAŞA MERKEZDE SATILIK KOMPLE BİNA,6,1,Doğalgaz (Kombi),8.000,160.000.000 TL,
sülekler de müstakil çiftlik takas sız 2000m tapu alanı,1,1,Soba,90,2.500.000 TL,
Ahmet Onurdan Merkezde 6 Katlı 1500 m2 Satılık Bina,6,1,Klima,1.500,44.750.000 TL,
SATILIK 6 DAİRELİK LÜKS BİNA,3,2,Doğalgaz (Kombi),80,15.000.000 TL,
GÜLVEREN'DE YÜKSEK KİRA GETİRİLİ 11 ADET EŞYALI SATILIK DAİRE,4,4,Klima,75,23.500.000 TL,
ACİL FIRSAT GÜNDOĞDU MAH DÜKKAN +KOMPLE BİNA 3 KATLI,3,1,Güneş Enerjisi,653,16.000.000 TL,
JAKOBS HOMEDE 8 DAİRE,3,2,Klima,65,11.000.000 TL,
döşemealtı altınkale 330m2 5+1 villa havuz otopark 550m2 arsa,2,1,Yerden Isıtma,330,14.900.000 TL,
ANTALYA ELMALI YENİ MAHALLE 80 EVLERDE ARSASIYLA SATILIK BİNA,2,2,Soba,400,5.480.000 TL,
ANTALYA ERENKÖY.DE.ÖZEL.YAPI­M.MUSTAKIL.TIRIPLESK 14+1.262.M2,3,1,Klima,262,7.380.000 TL,
MY TOWN GAYRIMENKULDEN SATILIK KOMPLE BİNA VE APARTA UYGUN,3,2,Klima,440,19.000.000 TL,
Kapalı Yol'a 50m 8 Katlı Deniz Manzaralı Bina,8,5 +,Klima,1.472,33.300.000 TL,
ANTALYA KEPEZ VARSAKTA 6 DAÌRELIK KOMPLE BINA,4,2,Klima,750,12.500.000 TL,
ALANYA/KIZLARPINARI MAH.KLEOPATRA PLAJINA 50 MT SATILIK BİNA,6,2,Yok,80,59.999.999 TL,
DUTLUBAHÇEDE KENTSEL DÖNÜŞÜME UYGUN SATILIK BİNA,4,2,Yok,160,16.300.000 TL,
CAN EMLAKTAN YATIRIMLIK KOMPİLE BİNA 75 CADDEYE YAKIN,4,1,Klima,300,14.000.000 TL,
ESENTEPE'DE SAHİBİNDEN KOMPLE SATILIK SIFIR AİLE APARTMANI,3,2,Doğalgaz (Kombi),680,16.000.000 TL,
ZERRİN ÇAKIR'DAN TRAMVAYA 200M CADDE ÜSTÜ KOMPLE SATILIK BİNA,4,2,Klima,600,24.000.000 TL,
LUXURY COMPLEX FOR SALE IN KESTEL FROM EZOGELIN REAL ESTATE,5,3,Klima,700,52.623.000 TL,
Lara Kundu Tribleks Villa fırsatı...Lara Villa Deal,4,1,Doğalgaz (Kombi),355,19.000.000 TL,
ANTALYA KEPEZ ÜNSALDA SATILIK KOMPLE BİNA NO-19962,3,1,Klima,280,17.500.000 TL,
FABRİKALAR MAHALLESİNDE 3 KATLI SATILIK BİNA,3,1,Klima,400,19.000.000 TL,
ALANYA ÇAY ARASI BÖLGESİNDE MÜSTAKİL BİNA,2,1,Soba,250,2.650.000 TL,
KEPEZ ERENKÖY MAH'DE TİCARET+ KONUT İMARLI EMSALSİZ KOMPLE BİNA,2,2,Klima,770,28.000.000 TL,
[Finike Emlak] KOMPLE BİNA SATILIK,3,1,Klima,65,6.500.000 TL,
BELEK MERKEZDE TAMAMI SATILIK LÜKS EŞYALI ASANSÖRLÜ SIFIR SİTE,4,2,Klima,1.100,55.000.000 TL,
ANTALYA KALEİÇİNDE İŞLEK CADDE'DE 4 DÜKKANLI 6 ODALI KOMPLE BİNA,3,3,Yok,355,38.500.000 TL,
ACİL SATILIK VARSAKTA SATILIK SIFIR KOMPLE BİNA FİYAT DÜŞÜRDÜK,3,1,Klima,400,7.849.000 TL,
DEMİRTAŞ BELDESİNDE SATILIK BİNA,5,3,Klima,580,18.500.000 TL,
MURARPAŞA_MERKE­Z'de_SATILIK_5 KATLI_ASANSÖR'LÜ_NA TAMAM_ BİNA,5,1,Klima,525,10.999.000 TL,
BARINAKLARDA DENİZE YAKIN İŞ YERİNE VİLLAYA UYGUN KÖŞE PARSEL,3,1,Doğalgaz (Kombi),600,49.000.000 TL,
Ferah Açık Otopark Soba Yok Emsalsiz Konumda Bina Merkeze 5 dk Uzaklıkta,2,1,Soba,250,39.500.000 TL,
SATILIK MÜTHİŞ FIRSAT KOMPLE BİNA FABRİKALAR MAHALLESİ ACİL!!!,4,1,Klima,560,19.700.000 TL,
ANTALYA KEMER KUZDERE ACİL SATILIK KOMPLE BİNA,2,2,Klima,350,25.000.000 TL,
GÜZELOBA'DA MUHTEŞEM KONUMDA CADDE ÜZERİ SATILIK KOMPLE BİNA,2,2,Klima,780,36.000.000 TL,
KALEİÇİNDE İSKELE CADDESİNE 2.PARSEL-TİCAR İ-ESKİ-TARİHİ BİNA,2,1,Klima,150,14.900.000 TL,
AKDENİZ ÜNİVERSTESİ YAKINI KOMPLE BİNA APART VE OTEL PANSİYONA,4,5 +,Yok,150,23.500.000 TL,
AHATLI MAHALLESİNDE SATILIK KOMPLE BİNA SIFIR KİRA GETİRİSİ YÜK,4,2,Doğalgaz (Kombi),345,16.500.000 TL,
ALANYA OBA da SATILIK BİNA,2,1,Klima,275,15.748.000 TL,
EMRAH TOKER'DEN ÜNİ'YE KOMŞU ARSA PARASINA FIRSAT KOMPLE BİNA,3,1,Klima,420,10.068.000 TL,
TOMAŞ GAYRİMENKULDEN KOMPLE BİNA,3,1,Klima,278,6.550.000 TL,
"600m2, yüksek kira getirili, katlı iş merkezi",4,1,Yok,600,65.000.000 TL,
KEPEZ YEŞİLYURT MAH.'DE SATILIK KOMPLE BİNA,4,1,Doğalgaz (Kombi),850,20.350.000 TL,
HASBEY'den KALEİÇİNDE KÖŞE BAŞI 4 KATLI SATILIK KOMPLE BİNA,4,1,Klima,186,31.500.000 TL,
ALANYA MERKEZ TURİZİME UYGUN ACİL İHDİYAÇTAN SATILIK BİNA,4,4,Klima,100,23.000.000 TL,
KOMPLE SATILIK BİNA 10 DAİRE.. TAM Bitmiş halinin fiyatıdır...,5,2,Doğalgaz (Kombi),800,24.900.000 TL,
KONYAALTI GÜRSU DA DENİZE 200 M HAVUZLU SATILIK KOMPLE BİNA,4,2,Klima,800,58.000.000 TL,
Larada Konyaaltında 1 Daire Fiyatına Kepezde Komple Satılık Bina,4,2,Doğalgaz (Kombi),95,24.500.000 TL,
KÖMÜRCÜLER SANAYİ SİTESİ İÇERİSİNDE 500 M2 SANAYİİ DÜKKANI,2,1,Yok,500,12.500.000 TL,
Muratpaşa Mark Antalyaya yakın komple SATILIK BINA,3,2,Klima,660,32.000.000 TL,
,,,,,,
PETROL EMLAK'TAN BAHÇELİEVLER MAH KOMPLE SATILIK BİNA,3,1,Klima,513,13.000.000 TL,
HASTANEYE YAKIN 240 M2 ARSA ÜZERİNDE 3 KATLI BİNA KOMPLE SATILIK,3,1,Klima,240,9.500.000 TL,
BARINAKLARDA İŞ YERİNE UYGUN MASRAFSIZ KOMPLE SATILIK BİNA!!!!,3,1,Klima,200,27.500.000 TL,
Alanya Avsallar 10 daireli merkezi konumda bina,5,2,Yok,816,30.000.000 TL,
KEPEZ DEVLET HASTANESİ YANI KOMPLE SIFIR BİNA 13 DAİRE,4,3,Klima,14.000,48.500.000 TL,
EDANUR EMLAKTAN AŞAĞIPAZARCI MAHALESİNDE KOMPLE SATILIK BİNA,4,1,Soba,100,10.900.000 TL,
GÜZELOBA DENİZE 3 km SIFIR EŞYALI 7adet 1+1 YÜKSEK KIRA GETİRİLİ,3,2,Klima,300,15.250.000 TL,
GALERİDEN BARINAKLARDA HARİKA KONUM 444m2 ARSALI BİNA,3,1,Klima,1.000,53.750.000 TL,
Kızılsaray Mahallesinde Satılık 3 Katlı Ticari Bina,3,3,Klima,1.120,37.000.000 TL,
MANAVGAT ÖRENŞEHİR MH.SİTE İÇERİSİNDE SATILIK VİLLA,3,1,Klima,150,6.000.000 TL,
MUSTAFA YORULMAZ'DAN SATILIK KURUMSAL KİRACILI KOMPLE BİNA,3,2,Klima,1.000,21.000.000 TL,
ANTALYANIN GÖZ BEBEĞİ KALEİÇİ SATILIK TAŞ EV&PANSİYON,2,2,Soba,280,30.000.000 TL,
Kaleiçi/Murat­paşa-Antalya da SATILIK BİNA,2,1,Klima,412,45.000.000 TL,
Ticari konut bina,3,1,Doğalgaz (Kombi),314,13.375.000 TL,
Acil ev isteyenler.,2,1,Soba,110,4.650.000 TL,
34 ODA FULL EŞYALI OTEL VE LOJMAN KULLANIMINA UYGUN KOMPLE BİNA,4,5 +,Klima,1.000,55.000.000 TL,
VARSAK KARŞIYAKA ️ TRAMVAYA YAKIN ️ HAVUZLU ️1+1-️11ADET️,4,4,Klima,600,19.500.000 TL,
ALANYA KONAKLI SATILIK KOMPLE BİNA 4 DÜKKANLI BODRUMLU,3,5 +,Klima,600,50.000.000 TL,
Manavgat Merkezde Satılık Ticari Bina,2,1,Klima,88,7.250.000 TL,
KEMER ÇAMYUVA'DA APART OTEL OLMAYA UYGUN KOMPLE BİNA,3,4,Klima,350,12.500.000 TL,
ANTALYA KALEİÇİNDE İSYERİNE UYGUN SATILIK BİNA,2,2,Klima,152,18.000.000 TL,
RESMİ KURUM KİRACILI KOMPLE BİNA,6,5 +,Klima,3.500,150.000.000 TL,
KÜLTÜR MAH. OTEL VEYA PANSİYON OLABİLECEK YATIRIMLIK KOMPLE BİNA,4,1,Doğalgaz (Kombi),300,23.000.000 TL,
Temel İnşaat Emlaktan Komple Bina,3,2,Doğalgaz (Kombi),1.770,91.000.000 TL,
AŞAĞIKOCAYATAKTA 788 M2 ARSA İÇERİSİNDE SATILIK KOMPLE BİNA,3,1,Kalorifer,330,8.250.000 TL,
Saltun'dan Antalya Manavgat Side'de Satılık Komple Bina,3,1,Klima,220,11.000.000 TL,
BARINAKLARDA 930 m2 ARSA İÇİNDE FATURALI KÖŞE BİNA,3,1,Doğalgaz (Kombi),1.500,135.000.000 TL,
ANTALYA KONYALTI UNCALI ULUÇ MH ANA YOL ÜZERİ KOMPLE BİNA İŞ MRK,3,3,Kalorifer,2.000,160.000.000 TL,
ŞEHRİN KALBİNDE KOMPLE SATILIK BİNA + ALTINDA RUHSATLI FIRIN,3,2,Klima,680,21.000.000 TL,
GAZİ BULVARI BAYINDIR MAHALLESİNDE KOMPLE SATILIK BİNA,5,1,Doğalgaz (Kombi),200,41.000.000 TL,
ÇOLAKLI MAHALLESİNDE SATILIK 3 KATLI BİNA,3,1,Soba,540,15.000.000 TL,
AŞAĞI HİSAR MAHALLESİNDE IRMAĞA YAKIN KÖŞE BAŞI SATILIK BİNA,5,1,Klima,450,17.875.000 TL,
BİR(1) DAİRE FİYATINA ÜÇ(3) DAİRELİ BİNA(KÖŞE). YETİŞEN ALIR.,3,1,Soba,95,3.250.000 TL,
EVRENSEKİDE KAÇIRILMAYACAK SATILIK KOMPLE BİNA,3,1,Klima,561,15.000.000 TL,
KEMER BELDİBİ NDE SATILIK APART,3,2,Klima,412,15.000.000 TL,
