_1,_2,_3,_4,_5,_6,_7
BUCA'DA SATILIK İMAR BARIŞLI 3 KATLI BİNA,3,1,Soba,100,4.000.000 TL,
"3 Ad. 3+1, 1 Ad. 2+1 Daire olan BİNA, YATIRIM VE KAZANÇ FIRSATI",4,1,Doğalgaz (Kombi),450,15.500.000 TL,
Sahibinden satılık taş bina,3,1,Soba,328,30.500.000 TL,
KOMPLE SATILIK 3 KAT 123 M2 ÇİFT CEPHE GÜZEL BİR BİNA,3,3,Soba,123,4.425.000 TL,
BAYRAKLI OSMANGAZİ MAHALLESİ SATILIK KOMPLE BİNA,4,1,Doğalgaz (Kombi),725,27.500.000 TL,
BORNOVA İNÖNÜ MAH. SATILIK DÜKKAN VE 1+1 DAİRE,1,1,Yok,70,2.500.000 TL,
Menemen Asarlık Mahallesinde Gölpark Cepheli Satılık Binalı Arsa,1,1,Soba,156,1.300.000 TL,
Dr. Emlak'tan Refet Bele Mah. Satılık 4 Daire 1 Dükkan Bina,4,1,Soba,134,4.500.000 TL,
Dr. Emlak'tan Günaltay Mah. 5 Katlı Bina,5,1,Soba,100,5.250.000 TL,
Bostanlıda Ayrık Nizam Köşe Konumlu Komple Satılık Bina,5,2,Doğalgaz (Kombi),1.300,75.000.000 TL,
ŞAKRAN BOZBURUN MEVKİİNDE SATILIK 2 ADET YAZLIK VİLLA,2,2,Doğalgaz (Kombi),400,25.000.000 TL,
Konak tuzcu mahallesinde 247Metre4+1 2 daire 1 dükkan,2,2,Soba,247,3.650.000 TL,
